ID,home_url_boliga,home_url_realtor,street_name_number,zip_code_town,Home_type,list_price_dkk,rooms,home_size_m2,built_year,lotsize_m2,expenses_dkk,description_of_home,floor,retrieved_on
home_id_217,https://www.boliga.dk/bolig/1656743/vagtelvej_15_2_th_2000_frederiksberg,https://www.nybolig.dk/ejerlejlighed/2000/vagtelvej/270124/or2529,"Vagtelvej 15 2 th,",2000 Frederiksberg,Ejerlejlighed,4175000,4,103,1969,0,4986,"Nydelig 4 vær. med vestvendt altan, køkken-alrum og adgang til swimmingpool. Indretning: Stor og rummelig entré med adgang til lejlighedens rum. Køkken-alrum med nyere lyst og stilrent køkken. Herfra udsigt til den lille hyggelige park på Egernvej. Lækkert nyere badeværelse med nydelige sorte og hvide klinker og separat bruseniche. To gode soveværelser med plads til seng og skab samt en stor og indbydende stue mod vest, hvor der er udgang til den solrige altan, med udsigt til den grønne gårdhave. Ved siden af badeværelset findes et depotrum med vaskemaskine.. Ejendommen: Velholdt ejendom fra 1969 - ejerforeningen er yderst veldrevet. Der er skiftet vinduer i 2016. Ejendommen tilbyder følgende fællesfaciliteter: Swimmingpool, Grønt område, legeplads, vaskekælder, kælderrum, cykelparkering samt gode parkeringsmuligheder.. Kvarteret: Lejligheden er beliggende i et skønt og stille område med grønne omgivelser i det attraktive ""Fuglebakkekvarter"". Den er centralt beliggende i forhold til offentlige transportmuligheder såsom bus, tog og metro - og kun 15 min. på cykel til Københavns Rådhusplads. Herudover hører du til en af Frederiksbergs mest attraktive skoler - Skolen på Duevej. Her er du i frie omgivelser - væk fra trafikken, men alligevel tæt på det meste!. Drømmer du om et nyt hjem og har en bolig der skal sælges? Kontakt os på 3811 1010 eller 2001@nybolig.dk - vi er lokalkendte, fagligt kompetente, og leverer resultater HVER gang.. Se flere boliger fra din ejendomsmægler i Nybolig Jesper Hufeldt Frederiksberg. Følg din ejendomsmægler Nybolig Jesper Hufeldt Frederiksberg på Facebook",2. sal,2020-10-15
home_id_218,https://www.boliga.dk/bolig/1656470/magnoliavej_9a_1_2000_frederiksberg,https://www.nybolig.dk/villa/2000/magnoliavej/103402/100291,"Magnoliavej 9A 1,",2000 Frederiksberg,Villalejlighed,8195000,5,145,1935,481,3884,"LIEBHAVER VILLALEJLIGHED MED EGEN HAVE VED SØNDERMARKEN. Adressen er Magnoliavej 9A, hvor denne historiske ejendom straks skaber blikfang på den lukkede villavej, og I kan ikke andet end at falde for den charmerende byggestil.. Et nærmest landligt førstehåndsindtryk er sat fra start, og det bliver kun mere idyllisk, når I bevæger jer op ad trappen og træder ind i det arkitektonisk enestående leverum,hvor køkkenet strækker sig langs den ene væg, ovenlysvinduerne fylder rummet med dagslys og den fine pejs sætter den helt rigtige stemning. Den indbydende og helt unikke rumfornemmelse understreges med loft til kip og blottede loftsbjælker, som også er gennemgående i den tilstødende dagligstue. Her smelter inde- og udelivet sammen, når I åbner op for altanen med nedgang til egen have. I villalejligheden finder I tre meget anvendelige soveværelser, hems og et formidabelt badeværelse med kombineret brus og badekar samt vaskefaciliteter. Her er der anvendt nutidige, mørke elementer, der skaber en flot kontrast til boligens ellers lyse indretning. Arkitekten har ikke overladt noget til tilfældighederne, og der er kræset for selv de mindste detaljer. En bolig som denne oplever I ikke hver dag.. Man skulle ikke tro, at det kunne blive bedre, men beliggenheden i det meget børnevenlige ’Blomsterkvarter’ formår alligevel at sætte prikken over i’et. Få skridt fra hoveddøren breder Søndermarken og Zoo sig som jeres “forhave”, et stort og frodigt stykke natur midt i. Vi har med en ekstremt sund og velholdt ejendom at gøre, hvor der kun er sporadiske anmærkninger i tilstands- og elrapporter. Her er tilmed lave ejerudgifter samt meget begrænset varmeforbrug.",1. sal,2020-10-15
home_id_219,https://www.boliga.dk/bolig/1656336/vesterbrogade_174_4_1800_frederiksberg_c,https://www.nybolig.dk/ejerlejlighed/1800/vesterbrogade/103402/100289,"Vesterbrogade 174 4,",1800 Frederiksberg C,Ejerlejlighed,7395000,6,171,1899,0,5188,"STOR OG SMUK HERSKABSLEJLIGHED MED DEN HELT RIGTIGE ADRESSE. STOR OG SMUK HERSKABSLEJLIGHED MED DEN HELT RIGTIGE ADRESSE. Nu har I mulighed for at blive de nye ejere af denne smukke lejlighed, som er indbegrebet af en herskabelig bolig. Smukke sildebensparket, elegante stuklofter, hyggelig karnap og detaljerigdom - lejligheden har det hele, også en eftertragtet adresse.. Vi befinder os på Vesterbrogade, lige på grænsen mellem Frederiksberg og kulturelle Vesterbro. Her breder byen sig for jeres fødder med de bedste spisesteder og hyggelige cafeer. Vesterbrogade smelter sammen med Roskildevej, som leder jer hen til til Søndermarken og Frederiksberg Have, hvis smukke natur får jer til at glemme alt om storbyens puls. Beliggenheden er helt kompromisløs, og I kan tilmed glæde jer over at have den nye metro ved Frederiksberg Allé indenfor 550 meter, så I hurtigt og bekvemt kan komme omkring i byen. En beliggenhed som denne er noget, de fleste kun drømmer om.",4. sal,2020-10-15
home_id_220,https://www.boliga.dk/bolig/1655258/gammel_kongevej_150_1_th_1850_frederiksberg_c,https://www.realmaeglerne.dk/bolig/147r7401-gammel-kongevej-150-1-th,"Gammel Kongevej 150, 1. TH.,",1850 Frederiksberg C,Ejerlejlighed,9995000,7,212,1905,0,7572,"Hvis du drømmer om at bo herskabeligt og samtidig på en af Frederiksbergs mest eftertragtede adresser så kig nærmere her. Beliggenheden er ikke til at tage fejl af, tæt Frederiksberg Have samt tæt på masser af hyggelige cafeer, gode restauranter og spændende specialforretninger. Endvidere gode busforbindelser samt metroen og Frederiksberg Centret.Lejligheden fremstår i smuk herskabelig stil og med skønne detaljer såsom sildebensparket, stuk og høje paneler. Lejligheden byder på mange indretningsmuligheder, hvor flere af de skønne rum kan anvendes som stuer eller som værelser, alt efter behov. Mulighederne er mange og indretningen kan fungere storartet til mange forskellige behov. Endvidere rummer lejligheden et nydeligt køkken opført i hvide elementer. Badeværelse samt separat toilet, opført med hvide klinker. Vil du hellere have en lejlighed med mulighed for at sætte dit eget præg, så tag et kig på den tilsvarende lejlighed vi har til salg på 2.sal... Læs mindre...",1. sal,2020-10-15
home_id_221,https://www.boliga.dk/bolig/1645693/frederiksberg_alle_41_4_409_1820_frederiksberg_c,https://www.realmaeglerne.dk/bolig/103p0017-frederiksberg-alle-41-4-409,"Frederiksberg Alle 41, 4. 409.,",1820 Frederiksberg C,Ejerlejlighed,3395000,2,53,2019,0,2136,"FREDERIKSBERG ALLÉ er en af Frederiksbergs og hele hovedstadens flotteste gader. Flankeret af de karakteristiske, beskårede lindetræer har alléen et tydeligt parisisk islæt. Den er også ind-gangen til et overflødighedshorn af rekreative og kulturelle tilbud såsom Frederiksberg Have, Søndermarken, Frederiksberg Slot, Zoologisk Have, Storm P. Museet, Cisternerne, Betty Nansens Teater og Aveny-T. FREDERIKSBERG ALLE 41 er et boligbyggeri, der skiller sig ud. Med en fantastisk og central beliggenhed føjer det sig ind i ræk-ken af smukke ejendomme på alléen. Projektet indeholder spændende lejligheder og byhuse - det hele samlet omkring en grøn indvendig oase og med tage, hvor der plantes buske og mindre træer. Inspira-tionen er hentet fra det urbane New York, hvor man finder mindre lejligheder og smalle byhuse i 2 og 3 etager til familier og singler, der gerne vil bo midt i byen. Alle boligerne har egne altaner, ter-rasser eller taghaver, og byggeriet opføres med sans for kvalitet og detaljer. MAD OG KULTUR bliver en integreret del af byggeriet. I nederste del af byggeriet kan man med stemning fra alverdens madmarked-r møde kokkene i øjenhøjde og finde mad til alle døgnets måltider. Stueetagen indrettes med 12-15 minikøkkener og madboder af høj kulinarisk standard, målrettet både beboere, naboer, forbipasser-nde og metropassagerer. Den indskudte mezzaninetage får flek-sibelt indrettede lokaler, hvor man kan spise under roligere forhold eller deltage i kulturelle arrangementer såsom foredrag, events, undervisning og også afholde private arrangementer. Med sin be-liggenhed centralt på alléen oven på den nye metrostation bliver Frederiksberg Allé 41 et nyt urbant mødepunkt. NEM ADGANG til hele byen får man via nedgangen til den nye metrostation Frederiksberg Allé. Farven grøn kendetegner både Frederiksberg Allé 41 og den underjordiske metrostation. På alléen lyser lindetræer op med stærke grønne farver både forår og sommer. Grøn er også farven man møder, når man har pas-seret hovedindgangen til Frederiksberg Have. Under jorden i den nye metrostation lyser den grønne farve op i form af lysspil på væggene, der er beklædt med keramiske plader i forskel-lige markante grønne nuancer og med vekslende overflader. Går du i salgstanker, er du meget velkommen til at kontakte os for en aftale om en uforpligtende salgsvurdering... Læs mindre...",4. sal,2020-10-15
home_id_222,https://www.boliga.dk/bolig/1644009/allegade_23a_st_th_2000_frederiksberg,https://home.dk/boligkatalog/frederiksberg/2000/ejerlejligheder/allegade_23a_st_th_1300000317.aspx,"Allegade 23A, st.. th.,",2000 Frederiksberg,Ejerlejlighed,2295000,2,48,1890,0,2588,"SUBLIM BYBOLIG TILBAGETRUKKET FRA GADEBILLEDET


                    Allegade 23A huser en rummelig lejlighed, der fordeler sig over 48 kvm, og som samtidig har en en fantastisk placering tæt på alt.  Ved ankomst til Allegade møder du en lille, hyggelig park, som sikrer en hverdag på afstand af det summende byliv; og bagved ligger en lille og helt fredelig gade med selvsamme navn. Og som om det ikke var nok, ligger denne lejlighed helt tilbagetrukket i et baghus bag lukkede porte. Det er netop her, du kan starte dit nye boligkapitel.   Lejligheden ligger i ejendommens stueetage, og da omgivelserne er aflukkede og rolige, er du sikret en hverdag i private rammer. Den lyse og tidløse indretning er gennemgående i hele hjemmet, og det samme gælder de skræddersyede løsninger, som står i kø for at melde sig på banen. Her kan vi eksempelvis fremhæve den skræddersyede skabsvæg i værelset, som på unik vis har indbygget Murphy Bed. Det betyder selvfølgelig, at du kan indrette resten af rummet præcis, som du ønsker – lyder det ikke helt perfekt?   Ved siden af ligger det store og hyggelige spisekøkken, som også fungerer som et opholdsrum. Her er nemlig god plads til en spisekrog, og samtidig giver køkkenet ideelle rammer om madlavningen med masser af bord- og skabsplads såvel som gode hårde hvidevarer. Planløsningen fuldendes med en praktisk entre samt det rummelige badeværelse, som er opført i moderne, stilrene materialer fra top til tå; her er endda både vaskesøjle og glasafskærmet rainshower.  Med denne adresse bor du lige her, hvor Frederiksberg er allerbedst. Kun 200 meter fra hoveddøren ligger Gammel Kongevej, som huser alt mellem himmel og jord – lige fra hyggelige cafeer og velrenommerede cafeer til lækre tøjbutikker og delikatesseforretninger. Du er så godt som nabo til Frederiksberg Have, og du har heller ikke andet end 500 meter til f.eks. Frederiksberg St., Frederiksberg Centret og CBS. Vi kunne blive ved!",0. sal,2020-10-15
home_id_223,https://www.boliga.dk/bolig/1643603/bianco_lunos_alle_1a_2_1868_frederiksberg_c,https://home.dk/boligkatalog/frederiksberg/1868/ejerlejligheder/bianco_lunos_alle_1a_2_1300000124.aspx,"Bianco Lunos Alle 1A, 2.,",1868 Frederiksberg C,Ejerlejlighed,3795000,3,75,1890,0,2951,"Lys og drøncharmerende nyrenoveret lejlighed på en af Frederiksbergs bedste beliggenheder

                    Frederiksberg C – 75 m2 velindrettet 3-værelses på Indre Frederiksberg

                    Bianco Lunos Alle ligger som en rolig sidevej til Gammel Kongevej på Frederiksberg C, og i nr. 1A møder I den mest stemningsfulde ejendom fra 1890. Ejendommen er som taget ud af historiebøgerne og passer således perfekt ind i forestillingen om det gamle Frederiksberg; lige her midt i bydelens hjerte. Når I kaster et blik på naboejendommene vil I dog hurtigt bemærke, at denne bygning skiller sig ud; men heldigvis på den fineste måde – nostalgisk, sjælfuld og hyggelig.    Øverst i ejendommen kan I se nærmere på denne 75 kvadratmeter store lejlighed, som nu kan blive jeres. Takket være den gode placering får I ingen overboer, men til gengæld en masse hyggelige detaljer såsom kvisten, hvor solen strømmer ind gennem de sydvendte vinduer. Trods de høje skråvægge rundt omkring opleves boligen både lys og rummelig, da både kvist- og gavlvinduet er med til at byde lyset velkommen indenfor.    Lejligheden er utroligt lækkert indrettet og fremtræder blandt andet med nyere køkken og badeværelse, der viser sig frem i gennemførte materialer. Moderne og tidløst på samme tid. Badeværelset har glasafskærmet bruseniche, mens køkkenet står i hvide elementer med grebsfrie moduler. Dertil fremviser boligen et dejligt lyst soveværelse med indbygget klædeskab og to smukke stuer en suite med sildebensgulve. Denne indretning giver plads til en bred køberskare; både par, enlige og evt. den lille familie med et enkelt barn.    Beliggenheden her på Indre Frederiksberg er helt sublim, og I bor vitterligt i gåafstand til alt, hvad hjertet kan begære. Gammel Kongevej er lige nede om hjørnet i selskab med en masse spændende specialforretninger, gode caféer og restauranter, stemningsfulde vinbarer og meget, meget mere – møbelhuse, supermarkeder, teatre! Alt har en plads i dette spændende nabolag. Selvfølgelig også naturen i form af den smukke Landbohøjskolens Have fem minutter herfra og Frederiksberg Have ti minutter væk fra hoveddøren.",2. sal,2020-10-15
home_id_224,https://www.boliga.dk/bolig/1642333/gammel_kongevej_151_3_2_1850_frederiksberg_c,https://www.nybolig.dk/ejerlejlighed/1850/gammelkongevej/103402/100236,"Gammel Kongevej 151 3 2,",1850 Frederiksberg C,Ejerlejlighed,2695000,2,58,1974,0,4434,"ENESTÅENDE ADRESSE  – LYS BOLIG MED STOR SYDVENDT ALTAN. Hvis du drømmer om at slå dig ned på Frederiksberg, hvorfor så ikke vælge den bedste placering, bydelen har at byde på? Nemlig selveste Gammel Kongevej, der strækker sig som den centrale nerve gennem byen med et rigt udvalg af skønne specialforretninger og lækre spisesteder, supermarkeder og hyggelige vinbarer, hvor du spontant kan mødes med vennerne efter arbejde til en snak om løst og fast.. Beliggenheden er ikke til at tage fejl af - her er der aldrig langt fra tanke til handling, når du får lyst til en lækker salat eller sushi udefra, eller når du får lyst til at bruge en aften i teatret eller bare spadsere en tur gennem den smukke Frederiksberg Have ti minutters gang herfra, Som prikken over i'et kommer du også til at bo dejlig tæt på både gode busforbindelser (bus 9A stopper lige nedenfor hoveddøren) og metroen (700 meter herfra – og lige ved siden af Frederiksberg Centret). Så bliver det ikke meget bedre.. Du får adgang til det hele fra det øjeblik, du overtager nøglerne til denne lyse og hyggelige toværelses lejlighed på Gammel Kongevej 151, 3. 2. Vejen op til 3. sal er dejlig nem, da der er elevator i opgangen. Bemærk  lejligheden ligger ikke på svalegangen.",3. sal,2020-10-15
home_id_225,https://www.boliga.dk/bolig/1638909/borups_alle_113_1_k_2000_frederiksberg,https://home.dk/boligkatalog/frederiksberg/2000/ejerlejligheder/borups_alle_113_1_k_1090000295.aspx,"Borups Alle 113, 1. k.,",2000 Frederiksberg,Ejerlejlighed,2595000,2,74,1972,0,3533,"Stor lys og super flot istandsat 2-værelses med Altan til gårdhave og elevator.

                    Centralt beliggende på Frederiksberg.

                    Velkommen indenfor i denne nydelige lejlighed. Her vil både unge og ældre føle sig godt tilpas, og det er et sted, som alle vil elske at kunne kalde for hjem.  Du finder lejligheden i flot og velholdt ejendom, som blev opført i 1972. Til ejendommen hører et enormt hyggeligt gårdområde, hvor du med fordel kan søge ud når vejret viser sig fra sin pæneste side. Opgangen er forsynet med elevator, hvilket også gør lejligheden opslag for ældre såvel som for de unge. Har du egen bil er der desuden mulighed for at få egen parkeringsplads i gårde, skulle du have et ønske om dette. Hoveddøren åbner op til lejlighedens flotte køkken, hvor du hver dag frit kan udfolde dine kulinariske evner. Her mødes du af hvide køkkenelementer, god bordplads og rige muligheder for opbevaring i form af både over- og underskabe. I forlængelse af køkkenet ligger lejlighedens store stue, hvor der er masser af plads til både at placere et stort spisebord samt at indrette et område dedikeret til afslapning. Fra stuen er der udgang til lejlighedens store altan, som næsten altid byder på sol. Her vil du snildt kunne placere et hyggeligt cafésæt, hvor du kan sidde og nyde udsigten ned til ejendommens dejlige gård. De store vinduespartier ud til altanen giver et fantastisk lysindfald i stuen og er med til at sætte prikken over i´et i rummet. Til planløsningen hører også et skønt soveværelse, hvor en stor seng kan pryde rummet, med gode indretningsevner vil der også være plads til en skabsløsning her på soveværelset. I lejligheden finder du naturligvis også et stort og lækkert badeværelse, som er indrettet med separat bruseniche. Der er desuden også plads til at placere en vaskemaskine herude, og dermed har du alt, du kunne tænkes at have brug for.  Køber du denne lejlighed, kommer du til at flytte ind i et skønt område, som har masse at byde på, inden for kort gåafstand finder du flere forskellige indkøbsmuligheder, hvor de daglige handleture kan overstås let og hurtigt. Lejligheden ligger også tæt på den kommende metro ved aksel mølles have, så i fremtiden vil det være lettere end nogensinde at komme fra hjemmet og ud til resten af skønne København. Indtil da er der dog kun få hundrede meter til fuglebakken station, hvorfra du kan komme med S-toget.",1. sal,2020-10-15
home_id_226,https://www.boliga.dk/bolig/1634635/frederiksberg_alle_41_3_303_1820_frederiksberg_c,https://www.realmaeglerne.dk/bolig/103p0013-frederiksberg-alle-41-3-303,"Frederiksberg Alle 41, 3. 303.,",1820 Frederiksberg C,Ejerlejlighed,3345000,2,53,2019,0,2136,"FREDERIKSBERG ALLÉ er en af Frederiksbergs og hele hovedstadens flotteste gader. Flankeret af de karakteristiske, beskårede lindetræer har alléen et tydeligt parisisk islæt. Den er også ind-gangen til et overflødighedshorn af rekreative og kulturelle tilbud såsom Frederiksberg Have, Søndermarken, Frederiksberg Slot, Zoologisk Have, Storm P. Museet, Cisternerne, Betty Nansens Teater og Aveny-T. FREDERIKSBERG ALLE 41 er et boligbyggeri, der skiller sig ud. Med en fantastisk og central beliggenhed føjer det sig ind i ræk-ken af smukke ejendomme på alléen. Projektet indeholder spændende lejligheder og byhuse - det hele samlet omkring en grøn indvendig oase og med tage, hvor der plantes buske og mindre træer. Inspira-tionen er hentet fra det urbane New York, hvor man finder mindre lejligheder og smalle byhuse i 2 og 3 etager til familier og singler, der gerne vil bo midt i byen. Alle boligerne har egne altaner, ter-rasser eller taghaver, og byggeriet opføres med sans for kvalitet og detaljer. MAD OG KULTUR bliver en integreret del af byggeriet. I nederste del af byggeriet kan man med stemning fra alverdens madmarked-r møde kokkene i øjenhøjde og finde mad til alle døgnets måltider. Stueetagen indrettes med 12-15 minikøkkener og madboder af høj kulinarisk standard, målrettet både beboere, naboer, forbipasser-nde og metropassagerer. Den indskudte mezzaninetage får flek-sibelt indrettede lokaler, hvor man kan spise under roligere forhold eller deltage i kulturelle arrangementer såsom foredrag, events, undervisning og også afholde private arrangementer. Med sin be-liggenhed centralt på alléen oven på den nye metrostation bliver Frederiksberg Allé 41 et nyt urbant mødepunkt. NEM ADGANG til hele byen får man via nedgangen til den nye metrostation Frederiksberg Allé. Farven grøn kendetegner både Frederiksberg Allé 41 og den underjordiske metrostation. På alléen lyser lindetræer op med stærke grønne farver både forår og sommer. Grøn er også farven man møder, når man har pas-seret hovedindgangen til Frederiksberg Have. Under jorden i den nye metrostation lyser den grønne farve op i form af lysspil på væggene, der er beklædt med keramiske plader i forskel-lige markante grønne nuancer og med vekslende overflader. Går du i salgstanker, er du meget velkommen til at kontakte os for en aftale om en uforpligtende salgsvurdering... Læs mindre...",3. sal,2020-10-15
home_id_227,https://www.boliga.dk/bolig/1634636/frederiksberg_alle_41_3_304_1820_frederiksberg_c,https://www.realmaeglerne.dk/bolig/103p0014-frederiksberg-alle-41-3-304,"Frederiksberg Alle 41, 3. 304.,",1820 Frederiksberg C,Ejerlejlighed,3395000,2,57,2019,0,2295,"FREDERIKSBERG ALLÉ er en af Frederiksbergs og hele hovedstadens flotteste gader. Flankeret af de karakteristiske, beskårede lindetræer har alléen et tydeligt parisisk islæt. Den er også ind-gangen til et overflødighedshorn af rekreative og kulturelle tilbud såsom Frederiksberg Have, Søndermarken, Frederiksberg Slot, Zoologisk Have, Storm P. Museet, Cisternerne, Betty Nansens Teater og Aveny-T. FREDERIKSBERG ALLE 41 er et boligbyggeri, der skiller sig ud. Med en fantastisk og central beliggenhed føjer det sig ind i ræk-ken af smukke ejendomme på alléen. Projektet indeholder spændende lejligheder og byhuse - det hele samlet omkring en grøn indvendig oase og med tage, hvor der plantes buske og mindre træer. Inspira-tionen er hentet fra det urbane New York, hvor man finder mindre lejligheder og smalle byhuse i 2 og 3 etager til familier og singler, der gerne vil bo midt i byen. Alle boligerne har egne altaner, ter-rasser eller taghaver, og byggeriet opføres med sans for kvalitet og detaljer. MAD OG KULTUR bliver en integreret del af byggeriet. I nederste del af byggeriet kan man med stemning fra alverdens madmarked-r møde kokkene i øjenhøjde og finde mad til alle døgnets måltider. Stueetagen indrettes med 12-15 minikøkkener og madboder af høj kulinarisk standard, målrettet både beboere, naboer, forbipasser-nde og metropassagerer. Den indskudte mezzaninetage får flek-sibelt indrettede lokaler, hvor man kan spise under roligere forhold eller deltage i kulturelle arrangementer såsom foredrag, events, undervisning og også afholde private arrangementer. Med sin be-liggenhed centralt på alléen oven på den nye metrostation bliver Frederiksberg Allé 41 et nyt urbant mødepunkt. NEM ADGANG til hele byen får man via nedgangen til den nye metrostation Frederiksberg Allé. Farven grøn kendetegner både Frederiksberg Allé 41 og den underjordiske metrostation. På alléen lyser lindetræer op med stærke grønne farver både forår og sommer. Grøn er også farven man møder, når man har pas-seret hovedindgangen til Frederiksberg Have. Under jorden i den nye metrostation lyser den grønne farve op i form af lysspil på væggene, der er beklædt med keramiske plader i forskel-lige markante grønne nuancer og med vekslende overflader. Går du i salgstanker, er du meget velkommen til at kontakte os for en aftale om en uforpligtende salgsvurdering... Læs mindre...",3. sal,2020-10-15
home_id_228,https://www.boliga.dk/bolig/1633701/moltkesvej_57_2_tv_2000_frederiksberg,https://www.edc.dk/alle-boliger/frederiksberg/2000/moltkesvej-57-2-tv/?sagsnr=20400817,"Moltkesvej 57, 2. tv,",2000 Frederiksberg,Ejerlejlighed,3798000,3,81,1949,0,4076,"Renoveret lejlighed med vestvendt altan og med mulighed for 3 soveværelser. Område: Yderst centralt beliggende lejlighed i et nærmiljø bestående af idylliske grønne områder, samt gode indkøbs- og transportmuligheder. Moltkesvej ligger i det klassiske Femte Juni Plads kvarter, bestående af et lille lukket område med utrolig smukke og rolige omgivelser.Derudover findes der et hav af indkøbsmuligheder, caféer, specialbutikker og meget mere. Ydermere er placeringen perfekt i forhold til metroen, træningsfaciliteter samt svømmehal, der ligger inden for ganske kort afstand fra lejlighedens placering.Ejendommen: Pæn og velholdt murstensejendom med helt nyt tag som er betalt af sælger.Ejerforeningen byder på mange gode fællesfaciliteter, såsom vaskeri, kælderrum, cykelkælder, fjernvarme mm. Ejerforeningen er veldrevet og der er et godt sammenhold i den hyggelige forening.Indretning: Lejligheden fremstår indbydende med gode og lyse rum. Boligen består af et flot HTH køkken fra 2017 i hvide elementer, hvor der er rig mulighed for at udfolde de kulinariske evner. I køkkenet har man alt i hårde hvidevarer. Fra køkkenet har man et hyggeligt kig ned til den grønne have med de smukke frugttræer. Badeværelse - med separat bruseniche med rainshower og el-gulvvarme – er ligeledes fra 2017, og her ham fået plads til en vaskesøjle.  Via den rummelige entre opdeles lejligheden på en nydelig og lettilgængelig måde. 2 gode soveværelser, som giver gode fleksible indretningsmuligheder. Stor og lys opholds- og spisestue, der tillige kan konverteres til et 3. soveværelse, da opholdsstuen i sig selv sagtens kan rumme både spise- og opholdsafsnit. Man har også en vestvendt altan i forbindelse med stuen, som giver gode muligheder for eftermiddag- og aftensol.Endeligt er vinduerne i lejligheden også udskiftet til Velux 2-lags ruder.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk",2. sal,2020-10-15
home_id_229,https://www.boliga.dk/bolig/1630158/platanvej_32_5_26_1810_frederiksberg_c,https://www.lokalbolig.dk?sag=15-X0000305&mgl=3526,"Platanvej 32, 5. 26.,",1810 Frederiksberg C,Andelsbolig,1750000,2,64,1938,NA,3896,"Lys og luftig 2V’er på Frederiksberg. Takket være det store sydøstvendte vinduesparti stråler solen ind i denne velholdte toværelses andelslejlighed på Frederiksberg. Den åbne og funktionelle planløsning med stort køkken-alrum og stue forenet samt et fint og lyst værelse, er som skabt til singlen eller parret. Til ejendommen hører en fælles tagterrasse med skøn udsigt over byen samt elevator og parkeringsmulighed for bil og cykel - sidstnævnte i aflåst kælderrum. Dertil skal det nævnes, at andelsforeningen er yderst velfungerende med en sund økonomi.. Takket være det store sydøstvendte vinduesparti stråler solen ind i denne velholdte toværelses andelslejlighed på Frederiksberg. Den åbne og funktionelle planløsning med stort køkken-alrum og stue forenet samt et fint og lyst værelse, er som skabt til singlen eller parret. Til ejendommen hører en fælles tagterrasse med skøn udsigt over byen samt elevator og parkeringsmulighed for bil og cykel - sidstnævnte i aflåst kælderrum. Dertil skal det nævnes, at andelsforeningen er yderst velfungerende med en sund økonomi.. Køkken med kvalitetselementer. Det lækre og moderne elementkøkken er med hvide, grebsfrie fronter med god skabsplads bag og toppet af en mørk træbordplade. Her emmer det af kvalitet og kræs for hjemmets kok, der får de bedste betingelser med hårde hvidevarer af mærket Gaggenau, der blandt andet tæller opvaskemaskine, komfur, emhætte, ovn og grill.. Solbeskinnet opholdsrum. I den luftige stue, der ligger i åben forbindelse med køkkenet, er der både plads til at samles om spisebordet og slænge sig i sofaen. Det vidtstrakte vinduesparti sikrer et lækkert lysindfald i stuen. Desuden er der et dejligt lyst soveværelse, en fordelingsentré med indbygget skabsvæg og et lækkert badeværelse med badekar og vindue.. Fantastisk udsigt over byen. Noget der er særligt værd at bemærke ved denne flotte 2V’er er det skønne vue, du kan få over byens mangfoldige tage og høje bygninger takket være lejlighedens beliggenhed på femte sal.. Attraktiv adresse på Frederiksberg. Denne toværelses lejlighed er yderst centralt beliggende på Frederiksberg C. Herfra har du ubesværet adgang til områdets mange caféer og rige kulturliv med teatre som Betty Nansen og Sorte Hest inden for gåafstand. Ligeledes kan du nyde et af byens åndehuller ved Frederiksberg Have, som ligger blot en kilometer væk. Fra lejligheden er det nemt at få hverdagen til at hænge sammen, da indkøbsmuligheder findes i ejendommens stueetage, og du har kun fem minutters gang til metroen ved Frederiksberg Allé Station.",5. sal,2020-10-15
home_id_230,https://www.boliga.dk/bolig/1627297/vagtelvej_69_4_mf_2000_frederiksberg,https://www.nybolig.dk/ejerlejlighed/2000/vagtelvej/260358/ms4558,"Vagtelvej 69 4 mf,",2000 Frederiksberg,Ejerlejlighed,4645000,5,115,1969,0,5553,"Top istandsat bolig med fantastisk udsigt. Super lækker lejlighed i to plan, boligen har gennemgået en totalrenovering i løbet af de sidste 5 år, og fremstår nu helt klar til indflytning. Lejligheden er en af de bedst beliggende i ejendommen, på de to øverste etager, og med alle vinduer samt altan mod vest, med fantastisk udsigt over området og til solnedgangen. Ejerforeningen  er super veldrevet og der er utrolig mange gode fællesfaciliteter. Deriblandt elevator, super gode p-forhold foran ejendommen, kælderrum og legeplads samt boldbane til børnene. Derudover et dejligt grønt område med borde og bænke. Foreningen har en super god økonomi og en løbene opsparing, der bl.a. giver mulighed for nye vinduer i lejlighederne.. Boligen består på 4. sal af entre med funktionel garderobe. Pænt nyere gæstetoilet. Stort åbent køkken alrum/spisestue. I køkkenet er der masser af skabsplads, ligesom der er alt i hårde hvidevare.  Spisestuen har plads til selv det store selskab, og her er man i naturlig forbindelse både med køkkenet og den skønne altan. Endeligt er der en fin tv stue.. HAR DU EN BOLIG, DER SKAL SÆLGES? SÅ RING STRAKS TIL NYBOLIG PÅ TELEFON 3826 2880 ELLER MAIL HERTIL: 2700@NYBOLIG.DK",4. sal,2020-10-15
